Time,EventCode,EventType,Type,ComputerName,LogName,RecordNumber
"2017-01-08T11:52:39.000-0400",4672,0,Information,"BUSDEV-007",Security,822808285
"2017-01-08T11:52:40.000-0400",1102,4,Information,"BUSDEV-005",Security,316210156
"2017-01-08T12:47:40.000-0400",29,1,Error,HOST0167,System,839743881
"2017-01-08T12:48:37.000-0400",35,4,Information,HOST0201,System,341158384
"2017-01-08T12:48:40.000-0400",29,1,Error,HOST0167,System,44441282
"2017-01-08T12:49:37.000-0400",40961,2,Warning,HOST0201,System,432075283
"2017-01-08T12:49:38.000-0400",537,16,FailureAudit,"BUSDEV-001",Security,565140071
"2017-01-08T12:49:38.000-0400",26,4,Information,HOST0167,System,87145790
"2017-01-08T12:51:38.000-0400",4717,0,Information,"BUSDEV-008",Security,25930054
"2017-01-08T12:51:39.000-0400",4689,0,Information,"BUSDEV-002",Security,195448717
"2017-01-08T12:52:37.000-0400",7036,4,Information,HOST0167,System,633702496
"2017-01-08T12:52:38.000-0400",4673,0,Information,"BUSDEV-008",Security,560624499
"2017-01-08T13:49:39.000-0400",17,1,Error,HOST0167,System,281501693
"2017-01-08T13:49:40.000-0400",1102,4,Information,"BUSDEV-006",Security,386700170
"2017-01-08T13:51:38.000-0400",29,1,Error,HOST0167,System,812951535
"2017-01-08T13:51:39.000-0400",26,4,Information,HOST0167,System,389375237
"2017-01-08T14:48:39.000-0400",628,8,SuccessAudit,"BUSDEV-001",Security,715143053
"2017-01-08T14:48:40.000-0400",40961,2,Warning,HOST0201,System,780394012
"2017-01-08T14:48:42.000-0400",35,4,Information,HOST0201,System,970052100
"2017-01-08T14:50:38.000-0400",26,4,Information,HOST0167,System,492032594
"2017-01-08T14:50:38.000-0400",1102,4,Information,"BUSDEV-006",Security,617568562
"2017-01-08T14:52:40.000-0400",17,1,Error,HOST0167,System,105582138
"2017-01-08T14:52:41.000-0400",7036,4,Information,HOST0167,System,51248246
"2017-01-08T15:48:37.000-0400",29,1,Error,HOST0167,System,366305537
"2017-01-08T15:48:38.000-0400",7036,4,Information,HOST0167,System,826321784
"2017-01-08T15:48:40.000-0400",552,8,SuccessAudit,"BUSDEV-002",Security,775283378
"2017-01-08T15:48:40.000-0400",7036,4,Information,HOST0167,System,213011723
"2017-01-08T15:49:37.000-0400",40961,2,Warning,HOST0201,System,815926315
"2017-01-08T15:49:37.000-0400",40961,2,Warning,HOST0201,System,745904848
"2017-01-08T15:49:38.000-0400",17,1,Error,HOST0167,System,55951045
"2017-01-08T15:50:39.000-0400",29,1,Error,HOST0167,System,365815637
"2017-01-08T15:51:40.000-0400",26,4,Information,HOST0167,System,985543598
"2017-01-08T15:51:42.000-0400",35,4,Information,HOST0201,System,783954315
"2017-01-08T15:51:42.000-0400",35,4,Information,HOST0201,System,383279966
"2017-01-08T15:52:37.000-0400",17,1,Error,HOST0167,System,665792826
"2017-01-08T16:47:42.000-0400",528,8,SuccessAudit,"BUSDEV-003",Security,688613492
"2017-01-08T16:48:38.000-0400",4726,0,Information,"BUSDEV-008",Security,8854771
"2017-01-08T16:48:39.000-0400",17,1,Error,HOST0167,System,631223316
"2017-01-08T16:48:39.000-0400",7036,4,Information,HOST0167,System,372686601
"2017-01-08T16:48:42.000-0400",7036,4,Information,HOST0167,System,396043076
"2017-01-08T16:48:42.000-0400",540,8,SuccessAudit,"BUSDEV-008",Security,405812234
"2017-01-08T16:48:42.000-0400",35,4,Information,HOST0201,System,796751982
"2017-01-08T16:49:37.000-0400",26,4,Information,HOST0167,System,162390756
"2017-01-08T16:49:38.000-0400",26,4,Information,HOST0167,System,695475194
"2017-01-08T16:49:39.000-0400",4689,0,Information,"BUSDEV-004",Security,538977677
"2017-01-08T16:49:42.000-0400",29,1,Error,HOST0167,System,425719685
"2017-01-08T16:50:37.000-0400",17,1,Error,HOST0167,System,585393684
"2017-01-08T16:50:38.000-0400",528,8,SuccessAudit,"BUSDEV-001",Security,137286368
"2017-01-08T16:50:39.000-0400",40961,2,Warning,HOST0201,System,739192184
"2017-01-08T16:50:40.000-0400",552,8,SuccessAudit,"BUSDEV-002",Security,247154951
"2017-01-08T16:51:37.000-0400",4743,0,Information,"BUSDEV-002",Security,726506635
"2017-01-08T16:51:38.000-0400",29,1,Error,HOST0167,System,794994706
"2017-01-08T16:51:39.000-0400",35,4,Information,HOST0201,System,432671939
"2017-01-08T16:51:39.000-0400",26,4,Information,HOST0167,System,313390235
"2017-01-08T16:51:39.000-0400",17,1,Error,HOST0167,System,755123566
"2017-01-08T16:51:41.000-0400",7036,4,Information,HOST0167,System,455714632
"2017-01-08T16:51:41.000-0400",537,16,FailureAudit,"BUSDEV-008",Security,335637721
"2017-01-08T16:51:42.000-0400",29,1,Error,HOST0167,System,654547673
"2017-01-08T16:52:37.000-0400",40961,2,Warning,HOST0201,System,264752399
"2017-01-08T16:52:40.000-0400",35,4,Information,HOST0201,System,988553374
"2017-01-08T16:52:41.000-0400",529,16,FailureAudit,"BUSDEV-002",Security,19682216
"2017-01-08T17:48:37.000-0400",624,8,SuccessAudit,"BUSDEV-005",Security,276403084
"2017-01-08T17:48:38.000-0400",40961,2,Warning,HOST0201,System,743630698
"2017-01-08T17:48:39.000-0400",40961,2,Warning,HOST0201,System,83870575
"2017-01-08T17:48:40.000-0400",35,4,Information,HOST0201,System,903138199
"2017-01-08T17:48:40.000-0400",35,4,Information,HOST0201,System,177347039
"2017-01-08T17:48:40.000-0400",7036,4,Information,HOST0167,System,230788063
"2017-01-08T17:48:42.000-0400",4672,0,Information,"BUSDEV-007",Security,517596604
"2017-01-08T17:48:42.000-0400",29,1,Error,HOST0167,System,149402977
"2017-01-08T17:49:37.000-0400",4717,0,Information,"BUSDEV-004",Security,545817081
"2017-01-08T17:49:38.000-0400",40961,2,Warning,HOST0201,System,221162215
"2017-01-08T17:49:40.000-0400",4726,0,Information,"BUSDEV-003",Security,406072786
"2017-01-08T17:49:41.000-0400",528,8,SuccessAudit,"BUSDEV-005",Security,578785997
"2017-01-08T17:49:42.000-0400",537,16,FailureAudit,"BUSDEV-007",Security,211361922
"2017-01-08T17:50:37.000-0400",528,8,SuccessAudit,"BUSDEV-001",Security,727677311
"2017-01-08T17:50:38.000-0400",4718,0,Information,"BUSDEV-002",Security,522967291
"2017-01-08T17:50:38.000-0400",26,4,Information,HOST0167,System,364004250
"2017-01-08T17:50:38.000-0400",26,4,Information,HOST0167,System,40489480
"2017-01-08T17:50:39.000-0400",40961,2,Warning,HOST0201,System,803691815
"2017-01-08T17:50:40.000-0400",4743,0,Information,"BUSDEV-005",Security,882003073
"2017-01-08T17:50:40.000-0400",644,8,SuccessAudit,"BUSDEV-005",Security,493426377
"2017-01-08T17:50:41.000-0400",4689,0,Information,"BUSDEV-001",Security,595386865
"2017-01-08T17:50:42.000-0400",26,4,Information,HOST0167,System,936280292
"2017-01-08T17:51:37.000-0400",7036,4,Information,HOST0167,System,267675644
"2017-01-08T17:51:37.000-0400",4717,0,Information,"BUSDEV-004",Security,350420232
"2017-01-08T17:51:38.000-0400",7036,4,Information,HOST0167,System,468930301
"2017-01-08T17:51:39.000-0400",17,1,Error,HOST0167,System,997501365
"2017-01-08T17:51:40.000-0400",4739,0,Information,"BUSDEV-004",Security,683818442
"2017-01-08T17:51:40.000-0400",4688,0,Information,"BUSDEV-003",Security,375006323
"2017-01-08T17:51:41.000-0400",35,4,Information,HOST0201,System,741541705
"2017-01-08T17:51:41.000-0400",552,8,SuccessAudit,"BUSDEV-002",Security,321697029
"2017-01-08T17:51:42.000-0400",29,1,Error,HOST0167,System,630259401
"2017-01-08T17:52:37.000-0400",17,1,Error,HOST0167,System,349434231
"2017-01-08T17:52:37.000-0400",642,8,SuccessAudit,"BUSDEV-002",Security,29130390
"2017-01-08T17:52:38.000-0400",7036,4,Information,HOST0167,System,370637136
"2017-01-08T17:52:39.000-0400",29,1,Error,HOST0167,System,95809660
"2017-01-08T17:52:40.000-0400",17,1,Error,HOST0167,System,403836122
"2017-01-08T17:52:42.000-0400",4718,0,Information,"BUSDEV-006",Security,982885303
"2017-01-08T18:48:38.000-0400",35,4,Information,HOST0201,System,844116745
"2017-01-08T18:48:38.000-0400",537,16,FailureAudit,"BUSDEV-006",Security,628989975
"2017-01-08T18:48:38.000-0400",552,8,SuccessAudit,"BUSDEV-005",Security,407148929
"2017-01-08T18:48:39.000-0400",628,8,SuccessAudit,"BUSDEV-002",Security,431988417
"2017-01-08T18:48:40.000-0400",539,16,FailureAudit,"BUSDEV-006",Security,4016267
"2017-01-08T18:48:40.000-0400",40961,2,Warning,HOST0201,System,484721920
"2017-01-08T18:48:40.000-0400",26,4,Information,HOST0167,System,772885219
"2017-01-08T18:48:40.000-0400",26,4,Information,HOST0167,System,901378617
"2017-01-08T18:48:41.000-0400",26,4,Information,HOST0167,System,517721671
"2017-01-08T18:48:42.000-0400",17,1,Error,HOST0167,System,299046360
"2017-01-08T18:49:37.000-0400",29,1,Error,HOST0167,System,832772068
"2017-01-08T18:49:38.000-0400",4689,0,Information,"BUSDEV-006",Security,987430051
"2017-01-08T18:49:39.000-0400",7036,4,Information,HOST0167,System,449331426
"2017-01-08T18:49:40.000-0400",539,16,FailureAudit,"BUSDEV-006",Security,810703807
"2017-01-08T18:49:40.000-0400",642,8,SuccessAudit,"BUSDEV-008",Security,129613362
"2017-01-08T18:49:41.000-0400",7036,4,Information,HOST0167,System,658031984
"2017-01-08T18:49:41.000-0400",40961,2,Warning,HOST0201,System,961328104
"2017-01-08T18:49:42.000-0400",552,8,SuccessAudit,"BUSDEV-004",Security,848266923
"2017-01-08T18:49:42.000-0400",35,4,Information,HOST0201,System,284088686
"2017-01-08T18:50:37.000-0400",17,1,Error,HOST0167,System,865657915
"2017-01-08T18:50:37.000-0400",7036,4,Information,HOST0167,System,159623142
"2017-01-08T18:50:37.000-0400",4673,0,Information,"BUSDEV-001",Security,65552826
"2017-01-08T18:50:38.000-0400",540,8,SuccessAudit,"BUSDEV-004",Security,493706476
"2017-01-08T18:50:39.000-0400",35,4,Information,HOST0201,System,511522126
"2017-01-08T18:50:39.000-0400",40961,2,Warning,HOST0201,System,384731211
"2017-01-08T18:50:41.000-0400",529,16,FailureAudit,"BUSDEV-008",Security,506319770
"2017-01-08T18:50:42.000-0400",628,8,SuccessAudit,"BUSDEV-003",Security,617525094
"2017-01-08T18:51:37.000-0400",17,1,Error,HOST0167,System,93513637
"2017-01-08T18:51:37.000-0400",40961,2,Warning,HOST0201,System,467726814
"2017-01-08T18:51:38.000-0400",40961,2,Warning,HOST0201,System,95684008
"2017-01-08T18:51:38.000-0400",29,1,Error,HOST0167,System,352806640
"2017-01-08T18:51:39.000-0400",29,1,Error,HOST0167,System,180495910
"2017-01-08T18:51:39.000-0400",29,1,Error,HOST0167,System,744363991
"2017-01-08T18:51:40.000-0400",35,4,Information,HOST0201,System,40233541
"2017-01-08T18:51:41.000-0400",4689,0,Information,"BUSDEV-002",Security,536157360
"2017-01-08T18:51:41.000-0400",642,8,SuccessAudit,"BUSDEV-003",Security,237719569
"2017-01-08T18:51:42.000-0400",528,8,SuccessAudit,"BUSDEV-004",Security,811134739
"2017-01-08T18:51:42.000-0400",26,4,Information,HOST0167,System,169235362
"2017-01-08T18:51:42.000-0400",17,1,Error,HOST0167,System,517178572
"2017-01-08T18:51:42.000-0400",624,8,SuccessAudit,"BUSDEV-005",Security,748919450
"2017-01-08T18:51:42.000-0400",4673,0,Information,"BUSDEV-003",Security,225791957
"2017-01-08T18:52:37.000-0400",4739,0,Information,"BUSDEV-001",Security,810640916
"2017-01-08T18:52:37.000-0400",26,4,Information,HOST0167,System,51833901
"2017-01-08T18:52:37.000-0400",29,1,Error,HOST0167,System,630095456
"2017-01-08T18:52:38.000-0400",17,1,Error,HOST0167,System,230781561
"2017-01-08T18:52:38.000-0400",7036,4,Information,HOST0167,System,429002855
"2017-01-08T18:52:39.000-0400",7036,4,Information,HOST0167,System,465182092
"2017-01-08T18:52:39.000-0400",529,16,FailureAudit,"BUSDEV-008",Security,857380579
"2017-01-08T18:52:41.000-0400",35,4,Information,HOST0201,System,317718023
"2017-01-08T18:52:42.000-0400",35,4,Information,HOST0201,System,164534524
"2017-01-08T19:48:38.000-0400",540,8,SuccessAudit,"BUSDEV-002",Security,523157928
"2017-01-08T19:48:39.000-0400",628,8,SuccessAudit,"BUSDEV-004",Security,109453954
"2017-01-08T19:48:39.000-0400",29,1,Error,HOST0167,System,363725815
"2017-01-08T19:48:39.000-0400",40961,2,Warning,HOST0201,System,614751397
"2017-01-08T19:48:40.000-0400",17,1,Error,HOST0167,System,149181951
"2017-01-08T19:48:40.000-0400",642,8,SuccessAudit,"BUSDEV-002",Security,754630547
"2017-01-08T19:48:40.000-0400",17,1,Error,HOST0167,System,307692457
"2017-01-08T19:48:40.000-0400",40961,2,Warning,HOST0201,System,25989285
"2017-01-08T19:48:41.000-0400",17,1,Error,HOST0167,System,898312797
"2017-01-08T19:48:42.000-0400",7036,4,Information,HOST0167,System,284976466
"2017-01-08T19:49:37.000-0400",35,4,Information,HOST0201,System,881676859
"2017-01-08T19:49:38.000-0400",17,1,Error,HOST0167,System,646218242
"2017-01-08T19:49:38.000-0400",35,4,Information,HOST0201,System,937521345
"2017-01-08T19:49:39.000-0400",40961,2,Warning,HOST0201,System,982709541
"2017-01-08T19:49:40.000-0400",4726,0,Information,"BUSDEV-005",Security,89401048
"2017-01-08T19:49:40.000-0400",26,4,Information,HOST0167,System,139218313
"2017-01-08T19:49:41.000-0400",4672,0,Information,"BUSDEV-006",Security,697458121
"2017-01-08T19:49:42.000-0400",540,8,SuccessAudit,"BUSDEV-003",Security,258815577
"2017-01-08T19:49:42.000-0400",35,4,Information,HOST0201,System,716558692
"2017-01-08T19:50:37.000-0400",4673,0,Information,"BUSDEV-004",Security,575014498
"2017-01-08T19:50:38.000-0400",26,4,Information,HOST0167,System,188704287
"2017-01-08T19:50:38.000-0400",4717,0,Information,"BUSDEV-005",Security,151599580
"2017-01-08T19:50:38.000-0400",7036,4,Information,HOST0167,System,158740313
"2017-01-08T19:50:39.000-0400",528,8,SuccessAudit,"BUSDEV-002",Security,944303005
"2017-01-08T19:50:39.000-0400",26,4,Information,HOST0167,System,745730217
"2017-01-08T19:50:40.000-0400",540,8,SuccessAudit,"BUSDEV-005",Security,194711319
"2017-01-08T19:50:41.000-0400",40961,2,Warning,HOST0201,System,514022513
"2017-01-08T19:50:42.000-0400",26,4,Information,HOST0167,System,169119931
"2017-01-08T19:51:38.000-0400",26,4,Information,HOST0167,System,948648123
"2017-01-08T19:51:38.000-0400",17,1,Error,HOST0167,System,723072216
"2017-01-08T19:51:39.000-0400",29,1,Error,HOST0167,System,576577322
"2017-01-08T19:51:39.000-0400",17,1,Error,HOST0167,System,189845581
"2017-01-08T19:51:41.000-0400",35,4,Information,HOST0201,System,656327037
"2017-01-08T19:51:41.000-0400",7036,4,Information,HOST0167,System,444194181
"2017-01-08T19:51:41.000-0400",7036,4,Information,HOST0167,System,223430067
"2017-01-08T19:51:42.000-0400",35,4,Information,HOST0201,System,72276001
"2017-01-08T19:51:42.000-0400",40961,2,Warning,HOST0201,System,210671531
"2017-01-08T19:52:37.000-0400",29,1,Error,HOST0167,System,711808437
"2017-01-08T19:52:37.000-0400",7036,4,Information,HOST0167,System,741531605
"2017-01-08T19:52:37.000-0400",7036,4,Information,HOST0167,System,8913517
"2017-01-08T19:52:38.000-0400",40961,2,Warning,HOST0201,System,730985791
"2017-01-08T19:52:38.000-0400",29,1,Error,HOST0167,System,378917786
"2017-01-08T19:52:39.000-0400",35,4,Information,HOST0201,System,787940920
"2017-01-08T19:52:41.000-0400",29,1,Error,HOST0167,System,511802804
"2017-01-08T19:52:42.000-0400",4688,0,Information,"BUSDEV-007",Security,302199816
"2017-01-08T19:53:37.000-0400",29,1,Error,HOST0167,System,766821368
"2017-01-08T19:53:37.000-0400",4726,0,Information,"BUSDEV-008",Security,503820141
"2017-01-08T19:53:37.000-0400",26,4,Information,HOST0167,System,596434047
"2017-01-08T20:48:39.000-0400",644,8,SuccessAudit,"BUSDEV-004",Security,177984898
"2017-01-08T20:48:39.000-0400",540,8,SuccessAudit,"BUSDEV-007",Security,486183076
"2017-01-08T20:48:39.000-0400",35,4,Information,HOST0201,System,246625188
"2017-01-08T20:48:39.000-0400",539,16,FailureAudit,"BUSDEV-006",Security,460849377
"2017-01-08T20:48:39.000-0400",4717,0,Information,"BUSDEV-001",Security,460921458
"2017-01-08T20:48:40.000-0400",7036,4,Information,HOST0167,System,20659629
"2017-01-08T20:48:40.000-0400",628,8,SuccessAudit,"BUSDEV-001",Security,304163760
"2017-01-08T20:48:41.000-0400",4739,0,Information,"BUSDEV-004",Security,223081275
"2017-01-08T20:48:41.000-0400",537,16,FailureAudit,"BUSDEV-008",Security,276342004
"2017-01-08T20:48:41.000-0400",26,4,Information,HOST0167,System,624707184
"2017-01-08T20:48:41.000-0400",17,1,Error,HOST0167,System,731816530
"2017-01-08T20:48:42.000-0400",26,4,Information,HOST0167,System,186784804
"2017-01-08T20:48:42.000-0400",26,4,Information,HOST0167,System,12991590
"2017-01-08T20:49:37.000-0400",40961,2,Warning,HOST0201,System,647508933
"2017-01-08T20:49:37.000-0400",4726,0,Information,"BUSDEV-007",Security,690867340
"2017-01-08T20:49:38.000-0400",1102,4,Information,"BUSDEV-002",Security,987501161
"2017-01-08T20:49:40.000-0400",7036,4,Information,HOST0167,System,108180456
"2017-01-08T20:49:41.000-0400",40961,2,Warning,HOST0201,System,29641485
"2017-01-08T20:49:42.000-0400",4717,0,Information,"BUSDEV-001",Security,526504440
"2017-01-08T20:50:37.000-0400",26,4,Information,HOST0167,System,171513460
"2017-01-08T20:50:37.000-0400",26,4,Information,HOST0167,System,61526251
"2017-01-08T20:50:37.000-0400",29,1,Error,HOST0167,System,444314857
"2017-01-08T20:50:37.000-0400",537,16,FailureAudit,"BUSDEV-005",Security,26449963
"2017-01-08T20:50:37.000-0400",29,1,Error,HOST0167,System,148231812
"2017-01-08T20:50:39.000-0400",7036,4,Information,HOST0167,System,500871150
"2017-01-08T20:50:39.000-0400",40961,2,Warning,HOST0201,System,681393166
"2017-01-08T20:50:39.000-0400",29,1,Error,HOST0167,System,369488581
"2017-01-08T20:50:40.000-0400",40961,2,Warning,HOST0201,System,88050384
"2017-01-08T20:50:41.000-0400",26,4,Information,HOST0167,System,492501736
"2017-01-08T20:50:42.000-0400",29,1,Error,HOST0167,System,768801699
"2017-01-08T20:50:42.000-0400",35,4,Information,HOST0201,System,496368182
"2017-01-08T20:51:37.000-0400",528,8,SuccessAudit,"BUSDEV-004",Security,953242607
"2017-01-08T20:51:37.000-0400",35,4,Information,HOST0201,System,378535353
"2017-01-08T20:51:37.000-0400",29,1,Error,HOST0167,System,9745943
"2017-01-08T20:51:38.000-0400",4718,0,Information,"BUSDEV-003",Security,225791116
"2017-01-08T20:51:38.000-0400",529,16,FailureAudit,"BUSDEV-007",Security,492640610
"2017-01-08T20:51:38.000-0400",29,1,Error,HOST0167,System,554537574
"2017-01-08T20:51:39.000-0400",7036,4,Information,HOST0167,System,167399509
"2017-01-08T20:51:41.000-0400",4673,0,Information,"BUSDEV-008",Security,916663888
"2017-01-08T20:51:41.000-0400",40961,2,Warning,HOST0201,System,576270093
"2017-01-08T20:51:42.000-0400",40961,2,Warning,HOST0201,System,979833616
"2017-01-08T20:52:37.000-0400",17,1,Error,HOST0167,System,967974388
"2017-01-08T20:52:37.000-0400",7036,4,Information,HOST0167,System,507118316
"2017-01-08T20:52:38.000-0400",35,4,Information,HOST0201,System,985809144
"2017-01-08T20:52:38.000-0400",17,1,Error,HOST0167,System,93909460
"2017-01-08T20:52:40.000-0400",26,4,Information,HOST0167,System,113007423
"2017-01-08T20:52:40.000-0400",40961,2,Warning,HOST0201,System,157979158
"2017-01-08T20:52:40.000-0400",4673,0,Information,"BUSDEV-006",Security,139786866
"2017-01-08T20:52:40.000-0400",17,1,Error,HOST0167,System,24395473
"2017-01-08T20:52:40.000-0400",7036,4,Information,HOST0167,System,19757019
"2017-01-08T20:52:42.000-0400",529,16,FailureAudit,"BUSDEV-003",Security,84856446
"2017-01-08T20:52:42.000-0400",35,4,Information,HOST0201,System,648062948
"2017-01-08T20:52:42.000-0400",4673,0,Information,"BUSDEV-005",Security,26681320
"2017-01-08T20:52:42.000-0400",35,4,Information,HOST0201,System,842256009
"2017-01-08T20:52:42.000-0400",7036,4,Information,HOST0167,System,391731962
"2017-01-08T20:52:42.000-0400",17,1,Error,HOST0167,System,867003692
"2017-01-08T20:53:37.000-0400",17,1,Error,HOST0167,System,512642611
"2017-01-08T20:53:38.000-0400",35,4,Information,HOST0201,System,257676750
"2017-01-08T21:48:39.000-0400",540,8,SuccessAudit,"BUSDEV-005",Security,836748187
"2017-01-08T21:48:39.000-0400",7036,4,Information,HOST0167,System,912611719
"2017-01-08T21:48:40.000-0400",40961,2,Warning,HOST0201,System,154707197
"2017-01-08T21:48:40.000-0400",35,4,Information,HOST0201,System,672188548
"2017-01-08T21:48:41.000-0400",29,1,Error,HOST0167,System,344151494
"2017-01-08T21:48:41.000-0400",26,4,Information,HOST0167,System,241995588
"2017-01-08T21:48:41.000-0400",26,4,Information,HOST0167,System,631894115
"2017-01-08T21:48:41.000-0400",539,16,FailureAudit,"BUSDEV-006",Security,233953819
"2017-01-08T21:49:37.000-0400",17,1,Error,HOST0167,System,479821607
"2017-01-08T21:49:38.000-0400",26,4,Information,HOST0167,System,627287293
"2017-01-08T21:49:39.000-0400",4689,0,Information,"BUSDEV-005",Security,256380595
"2017-01-08T21:49:40.000-0400",40961,2,Warning,HOST0201,System,916974543
"2017-01-08T21:49:40.000-0400",40961,2,Warning,HOST0201,System,760226895
"2017-01-08T21:49:41.000-0400",29,1,Error,HOST0167,System,825623825
"2017-01-08T21:49:41.000-0400",528,8,SuccessAudit,"BUSDEV-001",Security,37269695
"2017-01-08T21:49:42.000-0400",7036,4,Information,HOST0167,System,384029546
"2017-01-08T21:49:42.000-0400",26,4,Information,HOST0167,System,438580908
"2017-01-08T21:50:37.000-0400",4689,0,Information,"BUSDEV-004",Security,606189087
"2017-01-08T21:50:37.000-0400",4717,0,Information,"BUSDEV-005",Security,384197708
"2017-01-08T21:50:37.000-0400",26,4,Information,HOST0167,System,133665079
"2017-01-08T21:50:37.000-0400",29,1,Error,HOST0167,System,832026628
"2017-01-08T21:50:38.000-0400",35,4,Information,HOST0201,System,837120699
"2017-01-08T21:50:38.000-0400",35,4,Information,HOST0201,System,527981608
"2017-01-08T21:50:38.000-0400",4672,0,Information,"BUSDEV-004",Security,836761221
"2017-01-08T21:50:39.000-0400",4672,0,Information,"BUSDEV-007",Security,523009594
"2017-01-08T21:50:39.000-0400",7036,4,Information,HOST0167,System,712727993
"2017-01-08T21:50:40.000-0400",7036,4,Information,HOST0167,System,961421798
"2017-01-08T21:50:41.000-0400",7036,4,Information,HOST0167,System,248641800
"2017-01-08T21:50:41.000-0400",539,16,FailureAudit,"BUSDEV-007",Security,893750072
"2017-01-08T21:50:41.000-0400",7036,4,Information,HOST0167,System,529472179
"2017-01-08T21:50:41.000-0400",29,1,Error,HOST0167,System,474270626
"2017-01-08T21:50:41.000-0400",17,1,Error,HOST0167,System,82044851
"2017-01-08T21:50:42.000-0400",4689,0,Information,"BUSDEV-003",Security,131105965
"2017-01-08T21:50:42.000-0400",4688,0,Information,"BUSDEV-007",Security,880780063
"2017-01-08T21:50:42.000-0400",642,8,SuccessAudit,"BUSDEV-002",Security,779423220
"2017-01-08T21:50:42.000-0400",528,8,SuccessAudit,"BUSDEV-007",Security,968664220
"2017-01-08T21:50:42.000-0400",29,1,Error,HOST0167,System,785500146
"2017-01-08T21:50:42.000-0400",624,8,SuccessAudit,"BUSDEV-007",Security,218954269
"2017-01-08T21:51:37.000-0400",4717,0,Information,"BUSDEV-006",Security,104731217
"2017-01-08T21:51:37.000-0400",35,4,Information,HOST0201,System,970680259
"2017-01-08T21:51:37.000-0400",40961,2,Warning,HOST0201,System,23102475
"2017-01-08T21:51:38.000-0400",17,1,Error,HOST0167,System,377666990
"2017-01-08T21:51:39.000-0400",644,8,SuccessAudit,"BUSDEV-005",Security,503324822
"2017-01-08T21:51:39.000-0400",4673,0,Information,"BUSDEV-004",Security,712092496
"2017-01-08T21:51:39.000-0400",552,8,SuccessAudit,"BUSDEV-008",Security,220587441
"2017-01-08T21:51:40.000-0400",40961,2,Warning,HOST0201,System,900523300
"2017-01-08T21:51:41.000-0400",35,4,Information,HOST0201,System,645141053
"2017-01-08T21:51:41.000-0400",29,1,Error,HOST0167,System,962634538
"2017-01-08T21:52:37.000-0400",17,1,Error,HOST0167,System,574433619
"2017-01-08T21:52:38.000-0400",628,8,SuccessAudit,"BUSDEV-005",Security,57664848
"2017-01-08T21:52:39.000-0400",4726,0,Information,"BUSDEV-004",Security,995229000
"2017-01-08T21:52:39.000-0400",17,1,Error,HOST0167,System,581686553
"2017-01-08T21:52:39.000-0400",7036,4,Information,HOST0167,System,161239599
"2017-01-08T21:52:39.000-0400",29,1,Error,HOST0167,System,747215627
"2017-01-08T21:52:39.000-0400",40961,2,Warning,HOST0201,System,889616714
"2017-01-08T21:52:40.000-0400",528,8,SuccessAudit,"BUSDEV-002",Security,62732049
"2017-01-08T21:52:40.000-0400",17,1,Error,HOST0167,System,349507311
"2017-01-08T21:52:41.000-0400",4718,0,Information,"BUSDEV-008",Security,970924068
"2017-01-08T21:52:41.000-0400",35,4,Information,HOST0201,System,262224016
"2017-01-08T21:52:42.000-0400",642,8,SuccessAudit,"BUSDEV-001",Security,222547162
"2017-01-08T21:52:42.000-0400",4717,0,Information,"BUSDEV-005",Security,586450887
"2017-01-08T21:53:37.000-0400",26,4,Information,HOST0167,System,563744519
"2017-01-08T21:53:38.000-0400",40961,2,Warning,HOST0201,System,126096161
"2017-01-08T21:53:38.000-0400",35,4,Information,HOST0201,System,526368973
"2017-01-08T22:48:40.000-0400",26,4,Information,HOST0167,System,985361826
"2017-01-08T22:48:40.000-0400",4689,0,Information,"BUSDEV-007",Security,85653728
"2017-01-08T22:48:40.000-0400",29,1,Error,HOST0167,System,157747856
"2017-01-08T22:48:40.000-0400",29,1,Error,HOST0167,System,214773795
"2017-01-08T22:48:41.000-0400",35,4,Information,HOST0201,System,746563959
"2017-01-08T22:49:37.000-0400",26,4,Information,HOST0167,System,755351615
"2017-01-08T22:49:37.000-0400",29,1,Error,HOST0167,System,718829079
"2017-01-08T22:49:38.000-0400",35,4,Information,HOST0201,System,407405072
"2017-01-08T22:49:38.000-0400",539,16,FailureAudit,"BUSDEV-004",Security,26392258
"2017-01-08T22:49:39.000-0400",35,4,Information,HOST0201,System,569775668
"2017-01-08T22:49:39.000-0400",40961,2,Warning,HOST0201,System,22342586
"2017-01-08T22:49:40.000-0400",7036,4,Information,HOST0167,System,684948391
"2017-01-08T22:49:40.000-0400",4717,0,Information,"BUSDEV-007",Security,647230502
"2017-01-08T22:49:40.000-0400",17,1,Error,HOST0167,System,320891599
"2017-01-08T22:49:41.000-0400",4688,0,Information,"BUSDEV-005",Security,744643620
"2017-01-08T22:49:41.000-0400",529,16,FailureAudit,"BUSDEV-006",Security,103273784
"2017-01-08T22:49:41.000-0400",642,8,SuccessAudit,"BUSDEV-007",Security,624297708
"2017-01-08T22:49:41.000-0400",7036,4,Information,HOST0167,System,129546425
"2017-01-08T22:49:42.000-0400",4743,0,Information,"BUSDEV-005",Security,963566741
"2017-01-08T22:49:42.000-0400",40961,2,Warning,HOST0201,System,908903902
"2017-01-08T22:49:42.000-0400",26,4,Information,HOST0167,System,819479975
"2017-01-08T22:50:37.000-0400",628,8,SuccessAudit,"BUSDEV-006",Security,908020450
