Dec 12 2016 11:49:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fbryan, IP = 10.3.10.48, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 19 2016 19:5:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 19 2016 19:7:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.222, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 19 2016 23:12:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kperna, IP = 10.2.10.9, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:59m:49s, Bytes xmt: 15036001, Bytes rcv: 934378, Reason: Connection Lost
Dec 20 2016 00:03:34 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = arangel, IP = 10.1.10.15, Session disconnected. Session type = IPsec, Duration = 9h:43m:13s, Bytes xmt: 1723908, Bytes rcv: 271534, Reason: Connection Lost
Dec 19 2016 23:35:29 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rerde, IP = 10.2.10.99, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:51m:8s, Bytes xmt: 11757315, Bytes rcv: 423200, Reason: Connection Lost
Dec 20 2016 00:05:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sle, IP = 10.1.10.72, Session disconnected. Session type = IPsec, Duration = 9h:13m:5s, Bytes xmt: 644245, Bytes rcv: 27462, Reason: Connection Lost
Dec 20 2016 00:16:15 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session disconnected. Session type = SSL, Duration = 8h:10m:54s, Bytes xmt: 3660741, Bytes rcv: 552276, Reason: Connection Lost
Dec 20 2016 00:26:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = moh, IP = 10.1.10.211, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:16m:56s, Bytes xmt: 12605998, Bytes rcv: 2041040, Reason: Connection Lost
Dec 20 2016 01:56:22 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewilliams, IP = 10.1.10.133, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:46m:1s, Bytes xmt: 18728326, Bytes rcv: 1335294, Reason: Connection Lost
Dec 20 2016 01:00:15 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sscallion, IP = 10.1.10.216, Session disconnected. Session type = SSL, Duration = 8h:22m:54s, Bytes xmt: 12973803, Bytes rcv: 1520449, Reason: Connection Lost
Dec 20 2016 00:59:34 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cberztiss, IP = 10.1.10.100, Session disconnected. Session type = IKE, Duration = 8h:18m:13s, Bytes xmt: 16137542, Bytes rcv: 2143531, Reason: Connection Lost
Dec 20 2016 01:31:24 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rroberts, IP = 10.1.10.35, Session disconnected. Session type = IKE, Duration = 8h:44m:3s, Bytes xmt: 1047693, Bytes rcv: 131545, Reason: Connection Lost
Dec 20 2016 01:17:59 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = basselin, IP = 10.1.10.172, Session disconnected. Session type = SSL, Duration = 8h:27m:38s, Bytes xmt: 8763878, Bytes rcv: 1597659, Reason: Connection Lost
Dec 20 2016 02:29:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = podessa, IP = 10.1.10.98, Session disconnected. Session type = SSL, Duration = 9h:20m:56s, Bytes xmt: 11677888, Bytes rcv: 1692419, Reason: Connection Lost
Dec 20 2016 02:04:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = spahkthecah, IP = 10.1.10.230, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:38m:49s, Bytes xmt: 14888661, Bytes rcv: 385115, Reason: Connection Lost
Dec 20 2016 04:14:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session disconnected. Session type = IKE, Duration = 9h:8m:57s, Bytes xmt: 22540579, Bytes rcv: 4459971, Reason: Connection Lost
Dec 20 2016 03:47:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.222, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:40m:29s, Bytes xmt: 4587249, Bytes rcv: 615633, Reason: Connection Lost
Dec 20 2016 8:38:28 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 11:6:29 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apreusig, IP = 10.2.10.92, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 14:5:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dtempesti, IP = 10.1.10.93, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 14:6:4 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myavatkar, IP = 10.1.10.140, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 14:21:0 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 16:28:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = swrappe, IP = 10.1.10.188, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 16:52:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session disconnected. Session type = SSL, Duration = 8h:13m:56s, Bytes xmt: 14165016, Bytes rcv: 1893171, Reason: Connection Lost
Dec 20 2016 17:59:41 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fyards, IP = 10.1.10.107, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 20 2016 20:17:02 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apreusig, IP = 10.2.10.92, Session disconnected. Session type = IKE, Duration = 9h:10m:41s, Bytes xmt: 16127813, Bytes rcv: 1750169, Reason: Connection Lost
Dec 20 2016 23:24:19 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dtempesti, IP = 10.1.10.93, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:18m:58s, Bytes xmt: 21409023, Bytes rcv: 194671, Reason: Connection Lost
Dec 20 2016 22:36:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myavatkar, IP = 10.1.10.140, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:30m:10s, Bytes xmt: 21110135, Bytes rcv: 681963, Reason: Connection Lost
Dec 20 2016 23:35:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session disconnected. Session type = IKE, Duration = 9h:14m:11s, Bytes xmt: 4908168, Bytes rcv: 271678, Reason: Connection Lost
Dec 21 2016 00:37:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = swrappe, IP = 10.1.10.188, Session disconnected. Session type = IKE, Duration = 8h:9m:31s, Bytes xmt: 14572308, Bytes rcv: 2255102, Reason: Connection Lost
Dec 21 2016 02:48:08 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fyards, IP = 10.1.10.107, Session disconnected. Session type = IKE, Duration = 8h:48m:47s, Bytes xmt: 7293826, Bytes rcv: 1248558, Reason: Connection Lost
Dec 21 2016 8:24:23 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.3.10.4, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 8:32:12 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cmunson, IP = 10.3.10.45, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 8:42:45 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cquinn, IP = 10.3.10.28, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 11:2:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbridgland, IP = 10.2.10.25, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 11:30:11 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.3.10.21, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 11:44:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 11:50:22 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 14:12:0 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lteng, IP = 10.2.10.44, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 14:16:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.2.10.82, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 14:29:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dpiazza, IP = 10.2.10.38, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 14:33:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.252, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 16:1:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = mkemmerer, IP = 10.2.10.3, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 16:19:16 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yschonegge, IP = 10.1.10.209, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 18:00:11 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.3.10.4, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:35m:50s, Bytes xmt: 15712752, Bytes rcv: 1940910, Reason: Connection Lost
Dec 21 2016 16:27:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sflaemmchen, IP = 10.1.10.201, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 18:19:02 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cmunson, IP = 10.3.10.45, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:46m:41s, Bytes xmt: 6959917, Bytes rcv: 865430, Reason: Connection Lost
Dec 21 2016 18:03:49 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cquinn, IP = 10.3.10.28, Session disconnected. Session type = SSL, Duration = 9h:21m:28s, Bytes xmt: 4107053, Bytes rcv: 559406, Reason: Connection Lost
Dec 21 2016 16:58:9 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kosullivan, IP = 10.2.10.51, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 17:22:2 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 17:36:14 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fullian, IP = 189.70.30.172, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 17:46:46 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = syoungin, IP = 10.1.10.241, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 17:59:21 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pleuchs, IP = 10.1.10.156, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 19:33:22 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbridgland, IP = 10.2.10.25, Session disconnected. Session type = SSL, Duration = 8h:31m:1s, Bytes xmt: 8767270, Bytes rcv: 1593456, Reason: Connection Lost
Dec 21 2016 19:9:20 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpeha, IP = 10.1.10.75, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 21 2016 20:56:55 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.3.10.21, Session disconnected. Session type = IPsec, Duration = 9h:26m:34s, Bytes xmt: 18563792, Bytes rcv: 3639304, Reason: Connection Lost
Dec 21 2016 21:00:11 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:15m:50s, Bytes xmt: 14334906, Bytes rcv: 93295, Reason: Connection Lost
Dec 21 2016 21:20:43 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session disconnected. Session type = IPsec, Duration = 9h:30m:22s, Bytes xmt: 19449914, Bytes rcv: 1920415, Reason: Connection Lost
Dec 21 2016 23:43:27 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lteng, IP = 10.2.10.44, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:31m:6s, Bytes xmt: 592830, Bytes rcv: 91350, Reason: Connection Lost
Dec 21 2016 23:01:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.2.10.82, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:44m:56s, Bytes xmt: 12049384, Bytes rcv: 1519905, Reason: Connection Lost
Dec 21 2016 23:29:16 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dpiazza, IP = 10.2.10.38, Session disconnected. Session type = SSL, Duration = 8h:59m:55s, Bytes xmt: 10708471, Bytes rcv: 1951599, Reason: Connection Lost
Dec 21 2016 23:24:01 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.252, Session disconnected. Session type = IKE, Duration = 8h:50m:40s, Bytes xmt: 1206215, Bytes rcv: 49076, Reason: Connection Lost
Dec 22 2016 01:07:30 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = mkemmerer, IP = 10.2.10.3, Session disconnected. Session type = IKE, Duration = 9h:6m:9s, Bytes xmt: 9108819, Bytes rcv: 59175, Reason: Connection Lost
Dec 22 2016 00:48:08 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yschonegge, IP = 10.1.10.209, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:28m:47s, Bytes xmt: 8402451, Bytes rcv: 683302, Reason: Connection Lost
Dec 22 2016 01:26:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sflaemmchen, IP = 10.1.10.201, Session disconnected. Session type = SSL, Duration = 8h:59m:37s, Bytes xmt: 21112001, Bytes rcv: 1335256, Reason: Connection Lost
Dec 22 2016 02:36:01 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kosullivan, IP = 10.2.10.51, Session disconnected. Session type = SSL, Duration = 9h:37m:40s, Bytes xmt: 21329883, Bytes rcv: 1755250, Reason: Connection Lost
Dec 22 2016 01:30:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session disconnected. Session type = SSL, Duration = 8h:7m:56s, Bytes xmt: 9014818, Bytes rcv: 1151211, Reason: Connection Lost
Dec 22 2016 02:08:03 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fullian, IP = 189.70.30.172, Session disconnected. Session type = IKE, Duration = 8h:31m:42s, Bytes xmt: 20544014, Bytes rcv: 1419453, Reason: Connection Lost
Dec 22 2016 02:19:47 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = syoungin, IP = 10.1.10.241, Session disconnected. Session type = SSL, Duration = 8h:33m:26s, Bytes xmt: 6608128, Bytes rcv: 1319942, Reason: Connection Lost
Dec 22 2016 02:06:30 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pleuchs, IP = 10.1.10.156, Session disconnected. Session type = IPsec, Duration = 8h:7m:9s, Bytes xmt: 18311694, Bytes rcv: 2514156, Reason: Connection Lost
Dec 22 2016 03:41:38 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpeha, IP = 10.1.10.75, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:32m:17s, Bytes xmt: 12236027, Bytes rcv: 528403, Reason: Connection Lost
Dec 22 2016 8:1:5 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jreistad, IP = 10.3.10.27, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 8:10:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbottazzi, IP = 10.3.10.18, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 11:3:4 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = npearce, IP = 10.2.10.70, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 11:29:49 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = emaxwell, IP = 10.3.10.46, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 14:12:23 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = edutra, IP = 10.2.10.77, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 14:21:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewarwick, IP = 10.1.10.69, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 14:30:28 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jcappelletti, IP = 10.1.10.111, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 14:35:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = svoronoff, IP = 10.1.10.56, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 16:27:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jreistad, IP = 10.3.10.27, Session disconnected. Session type = IPsec, Duration = 8h:26m:18s, Bytes xmt: 17057105, Bytes rcv: 785201, Reason: Connection Lost
Dec 22 2016 16:8:9 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:36:05 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbottazzi, IP = 10.3.10.18, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:25m:44s, Bytes xmt: 7616017, Bytes rcv: 351202, Reason: Connection Lost
Dec 22 2016 16:28:53 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.2.10.69, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 16:36:34 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = madeyemi, IP = 10.3.10.33, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 16:38:27 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pdabbeville, IP = 10.1.10.52, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 16:39:46 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tcugina, IP = 10.1.10.191, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:16:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = msluis, IP = 10.1.10.98, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 20:29:13 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = npearce, IP = 10.2.10.70, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:25m:52s, Bytes xmt: 22975750, Bytes rcv: 3981130, Reason: Connection Lost
Dec 22 2016 20:23:29 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = emaxwell, IP = 10.3.10.46, Session disconnected. Session type = IKE, Duration = 8h:54m:8s, Bytes xmt: 19277828, Bytes rcv: 3203057, Reason: Connection Lost
Dec 22 2016 19:59:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gnooteboom, IP = 10.1.10.12, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 23:43:42 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = edutra, IP = 10.2.10.77, Session disconnected. Session type = IKE, Duration = 9h:31m:21s, Bytes xmt: 4123086, Bytes rcv: 589782, Reason: Connection Lost
Dec 23 2016 00:11:42 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewarwick, IP = 10.1.10.69, Session disconnected. Session type = SSL, Duration = 9h:50m:21s, Bytes xmt: 23330939, Bytes rcv: 4122840, Reason: Connection Lost
Dec 23 2016 00:27:59 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jcappelletti, IP = 10.1.10.111, Session disconnected. Session type = IPsec, Duration = 9h:57m:38s, Bytes xmt: 19334102, Bytes rcv: 3189347, Reason: Connection Lost
Dec 22 2016 23:55:01 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = svoronoff, IP = 10.1.10.56, Session disconnected. Session type = IPsec, Duration = 9h:19m:40s, Bytes xmt: 18368558, Bytes rcv: 465073, Reason: Connection Lost
Dec 23 2016 01:13:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session disconnected. Session type = IKE, Duration = 9h:5m:11s, Bytes xmt: 11475885, Bytes rcv: 241421, Reason: Connection Lost
Dec 23 2016 01:37:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.2.10.69, Session disconnected. Session type = SSL, Duration = 9h:9m:31s, Bytes xmt: 16213218, Bytes rcv: 278352, Reason: Connection Lost
Dec 23 2016 01:34:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = madeyemi, IP = 10.3.10.33, Session disconnected. Session type = SSL, Duration = 8h:58m:4s, Bytes xmt: 13365373, Bytes rcv: 1573049, Reason: Connection Lost
Dec 23 2016 00:56:03 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pdabbeville, IP = 10.1.10.52, Session disconnected. Session type = SSL, Duration = 8h:17m:42s, Bytes xmt: 20941377, Bytes rcv: 3770342, Reason: Connection Lost
Dec 23 2016 01:45:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tcugina, IP = 10.1.10.191, Session disconnected. Session type = SSL, Duration = 9h:6m:37s, Bytes xmt: 3317788, Bytes rcv: 82709, Reason: Connection Lost
Dec 23 2016 02:11:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = msluis, IP = 10.1.10.98, Session disconnected. Session type = SSL, Duration = 8h:55m:4s, Bytes xmt: 22455368, Bytes rcv: 655432, Reason: Connection Lost
Dec 23 2016 05:56:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gnooteboom, IP = 10.1.10.12, Session disconnected. Session type = SSL, Duration = 9h:57m:5s, Bytes xmt: 13142512, Bytes rcv: 815677, Reason: Connection Lost
Dec 23 2016 8:48:5 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 9:10:33 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbowser, IP = 10.3.10.22, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
